time,url,data
1662708367300,http://localhost:3000/api/report-violations,{"csp-report":{"document-uri":"http://localhost:3000/4/","referrer":"","violated-directive":"img-src","effective-directive":"img-src","original-policy":"default-src 'self';script-src 'self' devkode.io;img-src data: devkode.io;object-src 'none';upgrade-insecure-requests;report-uri /api/report-violations;base-uri 'self';font-src 'self' https: data:;form-action 'self';frame-ancestors 'self';script-src-attr 'none';style-src 'self' https: 'unsafe-inline'","disposition":"report","blocked-uri":"http://localhost:3000/4/img/1.png","status-code":200,"script-sample":""}}
